VendaID,Data da Venda,ClienteID,VendedorID,Produto,Quantidade,Preço Unitário,Forma de Pagamento,Status da Venda,Região
8318,2025-02-24,1427,1,Pen Drive 64GB,20,4148.95,Boleto,Pago,AM
8319,2024-12-02,1796,21,Pen Drive 64GB,9,476.04,Transferência,Cancelado,RR
8320,2025-04-11,1736,4,Smartphone Samsung,18,1749.9,Transferência,Pago,RO
8321,2025-04-29,1903,31,Notebook Dell,6,4642.85,PIX,Pago,DF
8322,2024-06-21,1133,47,Teclado Mecânico,6,2514.79,Cartão de Crédito,Cancelado,PA
8323,2023-09-25,1153,24,Headset HyperX,15,3135.44,Dinheiro,Cancelado,MT
8324,2024-04-11,1841,33,Impressora HP,19,3862.72,Dinheiro,Cancelado,CE
8325,2024-12-23,163,31,Impressora HP,18,3832.2,Boleto,Pago,MT
8326,2023-10-21,1864,46,,13,3805.78,Transferência,Pendente,RS
8327,2024-04-29,1125,42,HD Externo 1TB,17,2370.23,Dinheiro,Pago,AP
8328,2024-04-17,727,40,Cadeira Gamer,17,411.34,Dinheiro,Pendente,RO
8329,2025-07-22,1241,43,"Monitor LG 24""",6,1668.82,Cartão de Crédito,Cancelado,GO
8330,2024-08-30,588,45,"Monitor LG 24""",20,66.18,Boleto,Cancelado,RR
8331,2024-06-11,300,24,Cadeira Gamer,5,1260.77,Boleto,Cancelado,DF
8332,2024-09-19,730,41,Headset HyperX,8,4221.88,Transferência,Cancelado,CE
8333,2024-10-04,1788,43,"Monitor LG 24""",8,4574.54,Cartão de Crédito,Cancelado,MA
8334,2024-03-06,1567,27,Headset HyperX,1,3042.08,Boleto,Cancelado,RS
8335,2024-01-16,1048,21,Cadeira Gamer,10,4289.63,Cartão de Crédito,Pago,PB
8336,2023-12-19,1707,35,"Monitor LG 24""",4,4486.87,Transferência,Pendente,AL
8337,2024-05-27,287,47,HD Externo 1TB,4,4363.06,Dinheiro,Cancelado,PB
8338,2024-03-22,1534,37,Smartphone Samsung,16,3931.91,Transferência,Pendente,SC
8339,2023-10-16,1487,31,Mouse Logitech,10,861.3,Cartão de Crédito,Pago,TO
8340,2023-11-25,491,47,,13,4367.14,Cartão de Crédito,Pago,RS
8341,2023-12-01,1960,8,"Monitor LG 24""",14,1528.7,Boleto,Pendente,MS
8342,2025-07-09,1188,47,Notebook Dell,1,4656.69,PIX,Pendente,MA
8343,2023-09-21,1210,2,Mouse Logitech,5,1395.84,Boleto,Cancelado,AM
8344,2024-01-13,932,42,Notebook Dell,19,855.73,Dinheiro,Pendente,PI
8345,2024-01-16,1172,37,Pen Drive 64GB,5,3812.89,Dinheiro,Pendente,PB
8346,2024-07-24,1235,23,Mouse Logitech,11,3954.77,Boleto,Cancelado,BA
8347,2024-04-24,137,36,Teclado Mecânico,1,2146.07,Transferência,Pendente,PA
8348,2024-11-26,1358,43,Teclado Mecânico,18,3054.97,Boleto,Pendente,MG
8349,2024-07-12,1140,42,Smartphone Samsung,15,969.45,Cartão de Crédito,Pago,AL
8350,2025-05-24,111,14,Notebook Dell,2,1594.89,Transferência,Cancelado,PE
8351,2025-02-18,227,40,Pen Drive 64GB,2,386.74,Cartão de Crédito,Pago,MT
8352,2025-03-11,725,9,Headset HyperX,9,2615.31,Transferência,Pago,CE
8353,2025-03-11,144,27,"Monitor LG 24""",4,303.31,Dinheiro,Cancelado,MA
8354,2025-07-10,1680,18,Cadeira Gamer,7,3132.65,PIX,Cancelado,PB
8355,2024-04-24,1087,40,Headset HyperX,7,4057.21,Transferência,Pago,PR
8356,2025-01-15,510,48,Headset HyperX,12,2301.41,Dinheiro,Pendente,DF
8357,2024-11-06,125,4,Teclado Mecânico,11,801.22,PIX,Pendente,MT
8358,2025-06-21,96,21,HD Externo 1TB,12,4621.67,Boleto,Pago,MT
8359,2023-11-26,1888,18,Headset HyperX,7,2613.89,Dinheiro,Cancelado,MA
8360,2023-09-14,360,41,Cadeira Gamer,1,2476.09,Boleto,Pago,AM
8361,2024-05-21,630,32,Smartphone Samsung,18,990.74,PIX,Pendente,SP
8362,2025-05-03,858,1,Smartphone Samsung,2,858.13,Dinheiro,Pago,SC
8363,2024-02-14,1485,14,Teclado Mecânico,2,1074.93,Cartão de Crédito,Pago,SE
8364,2025-07-21,1159,7,Pen Drive 64GB,19,3947.77,Boleto,Cancelado,BA
8365,2025-07-14,255,13,Notebook Dell,18,1162.05,PIX,Pendente,AC
8366,2025-06-04,401,45,Impressora HP,16,2623.83,Dinheiro,Cancelado,DF
8367,2025-07-22,1547,21,Smartphone Samsung,1,3340.89,Dinheiro,Pago,SC
8368,2023-09-09,897,21,Pen Drive 64GB,3,4042.23,Dinheiro,Cancelado,TO
8369,2024-09-27,1914,41,Smartphone Samsung,12,1887.39,Dinheiro,Pago,AM
8370,2025-09-02,788,31,Impressora HP,16,366.05,PIX,Pago,AC
8371,2024-01-19,1803,41,Headset HyperX,12,3147.63,PIX,Cancelado,MA
8372,2024-04-19,1420,40,"Monitor LG 24""",6,2055.0,Cartão de Crédito,Pendente,PI
8373,2024-05-11,1495,41,Mouse Logitech,19,4276.08,Dinheiro,Pago,SP
8374,2025-02-05,1641,4,Headset HyperX,6,2109.53,PIX,Pendente,BA
8375,2023-12-03,817,27,Notebook Dell,17,3537.34,PIX,Pago,PB
8376,2024-01-07,2000,14,Cadeira Gamer,12,1495.91,Dinheiro,Cancelado,SP
8377,2025-06-25,1866,50,Impressora HP,12,4307.78,Dinheiro,Pendente,AP
8378,2024-01-30,70,19,Smartphone Samsung,14,4997.38,PIX,Pendente,AC
8379,2024-12-05,701,37,Headset HyperX,17,4331.48,PIX,Pendente,MA
8380,2025-06-17,142,1,Headset HyperX,16,2123.15,Transferência,Pago,ES
8381,2024-03-27,137,35,Smartphone Samsung,17,3720.73,Dinheiro,Cancelado,AM
8382,2024-06-28,1102,15,Teclado Mecânico,1,3893.32,Boleto,Pendente,RR
8383,2024-05-25,1955,1,Pen Drive 64GB,13,3575.84,Transferência,Cancelado,RS
8384,2023-11-07,1550,41,Impressora HP,19,2489.9,PIX,Pendente,SP
8385,2023-12-28,1846,40,"Monitor LG 24""",4,1290.02,Cartão de Crédito,Pago,PA
8386,2025-01-28,1341,26,Pen Drive 64GB,17,4521.29,PIX,Pago,RS
8387,2025-01-13,1052,33,Pen Drive 64GB,9,868.52,PIX,Pendente,PB
8388,2024-07-25,1526,42,Teclado Mecânico,1,2230.27,Boleto,Pendente,BA
8389,2025-04-30,94,31,Mouse Logitech,19,4302.47,Boleto,Cancelado,GO
8390,2025-07-12,1244,12,"Monitor LG 24""",5,4560.52,Boleto,Pago,AM
8391,2024-05-26,1815,30,Teclado Mecânico,16,3950.38,Transferência,Pendente,AL
8392,2025-01-07,815,26,Pen Drive 64GB,5,2782.8,Boleto,Pago,RS
8393,2024-10-19,1426,32,Pen Drive 64GB,6,2120.7,Transferência,Pago,DF
8394,2024-03-09,1006,42,Headset HyperX,17,4264.21,Transferência,Pago,GO
8395,2025-04-08,1848,17,Notebook Dell,9,2723.67,Transferência,Pago,
8396,2023-10-23,937,4,,18,171.29,Cartão de Crédito,Pago,RN
8397,2024-05-20,726,14,Notebook Dell,3,4555.37,Dinheiro,Pago,
8398,2024-03-19,1227,9,Notebook Dell,17,4972.76,Dinheiro,Pendente,
8399,2025-05-01,754,21,"Monitor LG 24""",8,4737.57,PIX,Pago,ES
8400,2025-02-11,959,46,Impressora HP,1,3572.74,Cartão de Crédito,Pago,CE
8401,2024-08-29,952,16,Cadeira Gamer,6,1543.89,Transferência,Pago,DF
8402,2023-12-11,1968,48,Cadeira Gamer,13,3902.21,Transferência,Pendente,MT
8403,2024-01-15,1145,32,Notebook Dell,19,3930.15,Cartão de Crédito,Pendente,SC
8404,2025-05-15,400,37,"Monitor LG 24""",13,3769.29,Dinheiro,Pago,MG
8405,2023-10-14,1122,36,Mouse Logitech,9,4632.44,Cartão de Crédito,Pendente,RJ
8406,2023-10-06,1660,6,"Monitor LG 24""",17,1197.43,Dinheiro,Cancelado,GO
8407,2024-07-19,817,22,HD Externo 1TB,7,3781.79,Dinheiro,Pendente,PB
8408,2024-05-05,755,36,HD Externo 1TB,8,1700.68,Boleto,Cancelado,SC
8409,2023-11-06,1986,24,Teclado Mecânico,9,513.96,PIX,Cancelado,GO
8410,2024-02-11,868,4,Impressora HP,20,4468.29,PIX,Cancelado,MG
8411,2025-04-11,1292,3,Smartphone Samsung,14,2896.6,Transferência,Cancelado,RN
8412,2024-09-05,1577,9,,5,689.45,Dinheiro,Pago,CE
8413,2024-11-10,1769,16,Headset HyperX,12,3120.99,Dinheiro,Pendente,CE
8414,2023-10-23,1346,1,Pen Drive 64GB,11,3224.91,PIX,Pago,SE
8415,2024-04-21,1284,8,Smartphone Samsung,10,4603.72,PIX,Cancelado,RR
8416,2025-05-09,680,40,Teclado Mecânico,2,1933.44,PIX,Pendente,RR
8417,2025-01-08,1471,24,Impressora HP,17,1379.2,Dinheiro,Pago,SE
8418,2023-10-20,1082,36,Mouse Logitech,6,1219.63,Boleto,Pago,DF
8419,2024-12-17,369,20,Cadeira Gamer,9,3516.16,PIX,Pendente,MG
8420,2024-05-30,1899,7,Pen Drive 64GB,4,427.15,Boleto,Pendente,AP
8421,2025-05-15,1921,19,,7,2187.23,Cartão de Crédito,Pago,GO
8422,2024-12-12,1934,41,"Monitor LG 24""",19,3224.03,Transferência,Pago,GO
8423,2023-11-20,1906,7,"Monitor LG 24""",2,4462.06,Transferência,Pago,TO
8424,2025-06-03,372,8,Mouse Logitech,16,4346.92,PIX,Cancelado,MS
8425,2024-12-18,618,40,Impressora HP,11,228.75,Boleto,Pendente,PA
8426,2023-09-15,385,31,Smartphone Samsung,10,1199.75,Boleto,Pendente,MS
8427,2023-11-24,715,7,"Monitor LG 24""",7,4812.69,PIX,Cancelado,
8428,2024-10-23,192,50,Notebook Dell,8,1172.83,PIX,Pago,RS
8429,2024-11-22,1993,37,Headset HyperX,4,234.97,PIX,Pago,
8430,2024-12-15,1617,15,"Monitor LG 24""",8,898.73,PIX,Cancelado,MS
8431,2025-05-27,1308,2,Headset HyperX,4,1169.16,Boleto,Pendente,PA
8432,2024-05-09,998,46,Impressora HP,20,650.92,Boleto,Pendente,PR
8433,2023-09-18,1495,23,Pen Drive 64GB,20,4779.42,Cartão de Crédito,Cancelado,RO
8434,2023-12-31,1132,32,Cadeira Gamer,3,1988.71,Cartão de Crédito,Pago,AM
8435,2024-06-22,878,3,Mouse Logitech,11,3157.52,Dinheiro,Pago,SP
8436,2023-09-18,1790,1,Mouse Logitech,5,2898.54,Cartão de Crédito,Pendente,ES
8437,2025-08-04,935,5,Notebook Dell,11,2027.35,Cartão de Crédito,Cancelado,MT
8438,2024-07-24,1459,47,Notebook Dell,3,3841.78,Boleto,Pago,SE
8439,2025-02-04,715,9,"Monitor LG 24""",11,4868.15,Cartão de Crédito,Pago,RS
8440,2025-07-01,296,35,HD Externo 1TB,11,1351.06,Boleto,Pago,PE
8441,2025-01-27,1226,1,Teclado Mecânico,1,4754.14,Boleto,Pendente,RJ
8442,2024-12-27,1985,34,Smartphone Samsung,3,4434.3,Transferência,Pago,AL
8443,2024-02-15,137,3,Headset HyperX,16,4724.39,Transferência,Pendente,AP
8444,2024-06-21,1832,3,Notebook Dell,18,1741.48,Transferência,Pendente,RN
8445,2024-11-02,1538,45,Smartphone Samsung,2,2957.02,Transferência,Pendente,CE
8446,2023-10-13,1978,30,Mouse Logitech,2,2823.54,Dinheiro,Pendente,BA
8447,2025-07-22,1160,28,Mouse Logitech,6,3004.18,Boleto,Pago,PA
8448,2023-11-07,1743,27,Mouse Logitech,9,361.3,Boleto,Pago,RS
8449,2024-09-08,1160,16,Cadeira Gamer,7,2798.36,Transferência,Cancelado,MG
8450,2024-07-19,1877,45,Pen Drive 64GB,11,1708.12,Cartão de Crédito,Pendente,PE
8451,2024-10-18,1454,47,Cadeira Gamer,8,2208.85,Cartão de Crédito,Cancelado,AM
8452,2024-03-24,1013,16,Headset HyperX,16,2772.15,Transferência,Pendente,MS
8453,2025-01-06,1302,44,Impressora HP,14,1320.9,Transferência,Cancelado,DF
8454,2024-11-10,865,11,Smartphone Samsung,9,2819.79,Transferência,Cancelado,MS
8455,2024-09-19,642,42,HD Externo 1TB,3,2939.59,Boleto,Pago,MS
8456,2024-04-24,1430,14,Impressora HP,3,3091.73,Transferência,Pago,GO
8457,2024-08-03,1175,10,Mouse Logitech,9,4591.65,PIX,Pendente,GO
8458,2023-10-04,928,22,"Monitor LG 24""",14,1131.22,Boleto,Pendente,ES
8459,2023-10-21,1939,46,"Monitor LG 24""",7,735.86,Transferência,Pago,MT
8460,2023-10-09,793,26,Headset HyperX,17,3263.77,Dinheiro,Pendente,PB
8461,2025-07-07,1741,2,Notebook Dell,5,1277.8,Transferência,Pendente,CE
8462,2023-12-10,957,12,Headset HyperX,8,2792.62,Dinheiro,Cancelado,RO
8463,2025-05-18,306,50,Headset HyperX,14,1570.77,Cartão de Crédito,Pago,PB
8464,2025-07-03,534,16,Mouse Logitech,17,2068.82,Cartão de Crédito,Pendente,PB
8465,2025-01-12,1663,6,HD Externo 1TB,11,986.64,Transferência,Cancelado,AL
8466,2023-10-09,1415,13,Cadeira Gamer,14,2077.98,Transferência,Pendente,AM
8467,2024-12-04,490,5,HD Externo 1TB,17,2170.35,Dinheiro,Cancelado,ES
8468,2024-03-05,245,23,HD Externo 1TB,14,3106.3,Boleto,Pago,RN
8469,2024-08-17,1169,42,Smartphone Samsung,11,2530.26,Boleto,Pendente,AP
8470,2024-03-09,987,48,Headset HyperX,19,4961.58,Boleto,Pago,
8471,2025-08-28,319,4,Smartphone Samsung,7,1877.42,Transferência,Pago,MT
8472,2024-10-19,1651,48,Smartphone Samsung,4,4379.74,Dinheiro,Pago,AC
8473,2024-08-09,1816,45,Headset HyperX,13,4566.59,Boleto,Pago,AL
8474,2025-07-12,1375,42,Pen Drive 64GB,19,2627.04,Cartão de Crédito,Cancelado,RO
8475,2025-05-25,985,38,Smartphone Samsung,9,2168.54,Dinheiro,Pago,ES
8476,2024-12-26,861,9,Smartphone Samsung,16,3611.83,Dinheiro,Cancelado,DF
8477,2024-11-14,1272,10,HD Externo 1TB,9,3799.39,Transferência,Cancelado,RO
8478,2025-08-21,670,12,HD Externo 1TB,18,3159.12,PIX,Pendente,DF
8479,2024-12-23,1701,4,HD Externo 1TB,6,4757.02,Boleto,Pendente,PB
8480,2025-05-29,825,20,Teclado Mecânico,2,927.81,Boleto,Pendente,RS
8481,2023-10-17,814,18,Notebook Dell,20,1393.36,Transferência,Pago,RO
8482,2024-01-28,424,13,Teclado Mecânico,19,3763.82,Boleto,Pendente,MG
8483,2024-12-31,384,10,Smartphone Samsung,14,2619.96,Boleto,Cancelado,AP
8484,2023-11-13,227,12,Mouse Logitech,4,1951.47,Dinheiro,Pago,RS
8485,2024-09-16,915,4,Pen Drive 64GB,17,3158.8,Dinheiro,Cancelado,SC
8486,2024-02-03,265,35,Headset HyperX,13,4028.81,Dinheiro,Pendente,PI
8487,2024-01-08,1395,45,Cadeira Gamer,1,2846.57,PIX,Pendente,CE
8488,2025-03-04,923,25,Cadeira Gamer,12,1986.79,Dinheiro,Pendente,AL
8489,2025-03-22,928,33,Mouse Logitech,7,2983.99,PIX,Pendente,SC
8490,2025-04-30,569,17,"Monitor LG 24""",16,2746.74,Cartão de Crédito,Pago,MA
8491,2025-04-08,1976,36,Pen Drive 64GB,12,1585.09,Cartão de Crédito,Pendente,DF
8492,2024-05-28,1399,27,Cadeira Gamer,6,4586.68,Boleto,Pago,RR
8493,2024-12-17,1026,30,Headset HyperX,19,2517.25,PIX,Pendente,MA
8494,2025-05-20,248,47,Impressora HP,4,2928.99,Boleto,Pago,RS
8495,2024-06-01,232,22,Impressora HP,13,2160.79,Dinheiro,Cancelado,MA
8496,2024-07-19,1319,3,Mouse Logitech,1,4020.7,Dinheiro,Pago,BA
8497,2023-09-11,1309,47,Cadeira Gamer,4,2007.48,Cartão de Crédito,Pendente,BA
8498,2025-06-17,800,41,Teclado Mecânico,17,1141.43,Dinheiro,Pago,RO
8499,2025-02-15,206,9,Headset HyperX,4,325.12,Boleto,Pago,PA
8500,2025-03-20,326,45,HD Externo 1TB,19,4504.52,Boleto,Pago,MT
8501,2023-12-09,867,45,Impressora HP,7,4792.21,PIX,Cancelado,SP
8502,2024-04-12,89,15,Impressora HP,6,2387.16,Cartão de Crédito,Pendente,PE
8503,2024-08-22,1360,41,Impressora HP,4,3072.74,Cartão de Crédito,Cancelado,SP
8504,2024-07-11,1455,49,Smartphone Samsung,18,1649.94,Transferência,Pago,RJ
8505,2024-10-09,1595,7,Notebook Dell,19,4258.59,PIX,Pendente,MA
8506,2024-07-15,192,3,Impressora HP,2,1714.25,Boleto,Pago,MA
8507,2024-02-28,1335,42,,10,4667.71,Boleto,Pago,GO
8508,2025-01-26,1995,42,Impressora HP,8,2920.97,Transferência,Pendente,
8509,2024-03-04,1063,20,HD Externo 1TB,6,3186.29,PIX,Pendente,PB
8510,2024-09-14,1058,50,Pen Drive 64GB,3,1831.5,Boleto,Pendente,PE
8511,2025-09-02,143,42,Notebook Dell,19,3067.66,Dinheiro,Pago,RN
8512,2024-01-02,1575,28,Mouse Logitech,19,2751.29,Cartão de Crédito,Pendente,GO
8513,2025-01-18,335,35,Notebook Dell,9,1639.46,Cartão de Crédito,Pago,PI
8514,2024-03-04,1358,47,Notebook Dell,9,2381.24,Boleto,Cancelado,SC
8515,2024-11-17,870,40,HD Externo 1TB,17,2793.05,Cartão de Crédito,Pendente,PA
8516,2025-01-07,27,26,Teclado Mecânico,20,1733.18,Transferência,Cancelado,MG
8517,2024-07-27,44,33,Notebook Dell,18,774.68,Boleto,Cancelado,PA
8518,2024-09-04,398,38,Smartphone Samsung,8,3886.47,Boleto,Pago,AP
8519,2025-07-31,1283,50,Mouse Logitech,16,2395.96,PIX,Pago,AP
8520,2024-12-26,252,11,Notebook Dell,2,270.02,Transferência,Cancelado,RJ
8521,2024-05-23,157,45,Pen Drive 64GB,18,1271.83,Transferência,Pago,RJ
8522,2024-02-09,192,24,Cadeira Gamer,10,1829.19,Boleto,Pendente,RO
8523,2023-10-28,1637,33,Teclado Mecânico,10,1827.46,Boleto,Pago,DF
8524,2024-08-13,1600,28,Pen Drive 64GB,6,4046.06,Dinheiro,Cancelado,DF
8525,2025-08-26,1193,29,HD Externo 1TB,13,3566.19,Dinheiro,Pago,PA
8526,2024-03-23,37,41,HD Externo 1TB,15,2595.24,Cartão de Crédito,Pago,
8527,2024-03-23,448,21,Mouse Logitech,8,4113.25,Cartão de Crédito,Cancelado,PA
8528,2023-10-18,750,16,"Monitor LG 24""",6,2248.42,Cartão de Crédito,Pendente,RN
8529,2023-09-23,1696,40,Cadeira Gamer,8,3080.83,PIX,Pago,AM
8530,2025-06-26,373,47,"Monitor LG 24""",9,128.69,Transferência,Pendente,GO
8531,2025-08-08,1372,32,Pen Drive 64GB,16,4489.19,Boleto,Cancelado,SE
8532,2024-01-19,1319,20,Smartphone Samsung,14,4642.21,Boleto,Cancelado,CE
8533,2024-03-23,358,24,HD Externo 1TB,10,80.4,Transferência,Cancelado,RN
8534,2025-04-05,557,48,,20,3896.36,Boleto,Cancelado,AL
8535,2024-10-31,841,20,HD Externo 1TB,13,4166.32,Transferência,Pago,TO
8536,2023-12-26,1151,2,,20,383.39,Dinheiro,Cancelado,MT
8537,2024-10-10,760,18,Notebook Dell,6,2876.15,Boleto,Cancelado,TO
8538,2025-06-23,1256,40,HD Externo 1TB,6,3030.58,Transferência,Pago,AP
8539,2023-10-11,1508,1,Smartphone Samsung,15,3714.3,PIX,Pago,AL
8540,2025-07-14,567,14,Notebook Dell,4,1973.83,Boleto,Pendente,PI
8541,2024-08-10,1293,17,Impressora HP,17,2548.15,Boleto,Pago,SP
8542,2025-07-27,507,48,Teclado Mecânico,7,1635.88,Boleto,Cancelado,PE
8543,2025-05-17,1461,29,Pen Drive 64GB,20,4460.68,Transferência,Cancelado,
8544,2024-12-21,602,37,"Monitor LG 24""",7,2738.83,Boleto,Pago,RS
8545,2024-05-11,1711,20,Headset HyperX,19,1223.36,Boleto,Pago,MS
8546,2025-04-17,898,2,Smartphone Samsung,16,3011.13,Dinheiro,Cancelado,PB
8547,2025-02-06,381,15,Notebook Dell,1,3991.67,Cartão de Crédito,Pago,AL
8548,2024-09-16,957,50,"Monitor LG 24""",19,4222.65,Transferência,Pago,PA
8549,2024-10-10,1073,15,Teclado Mecânico,13,2717.07,Dinheiro,Pendente,MG
8550,2025-02-25,1691,16,"Monitor LG 24""",16,1883.37,Boleto,Cancelado,RJ
8551,2024-01-26,1201,49,Pen Drive 64GB,16,3925.06,PIX,Pendente,
8552,2023-09-26,507,34,Cadeira Gamer,2,2945.98,Transferência,Cancelado,DF
8553,2025-03-07,1078,32,Mouse Logitech,19,1783.61,Boleto,Pago,AL
8554,2025-08-12,1510,4,Mouse Logitech,15,3990.26,PIX,Pendente,RR
8555,2024-07-10,142,2,Cadeira Gamer,6,4129.83,Transferência,Pago,MA
8556,2025-07-06,1051,15,HD Externo 1TB,11,4616.91,Transferência,Pendente,TO
8557,2024-08-18,1759,20,HD Externo 1TB,7,2348.78,Boleto,Cancelado,AP
8558,2023-11-28,68,26,"Monitor LG 24""",8,3561.41,Transferência,Cancelado,SP
8559,2024-12-11,439,40,"Monitor LG 24""",4,4427.77,PIX,Cancelado,ES
8560,2024-09-05,48,32,Teclado Mecânico,11,3975.0,Cartão de Crédito,Pendente,PR
8561,2024-02-19,290,21,Smartphone Samsung,8,3668.47,Transferência,Pendente,RO
8562,2024-06-26,1757,49,Pen Drive 64GB,13,3734.08,Dinheiro,Pago,
8563,2025-05-06,1243,28,HD Externo 1TB,4,2120.54,PIX,Cancelado,PB
8564,2024-11-02,154,14,Notebook Dell,3,508.34,Cartão de Crédito,Cancelado,RJ
8565,2024-01-16,1790,41,Pen Drive 64GB,18,4891.8,Cartão de Crédito,Cancelado,AL
8566,2024-04-17,1525,11,,17,4802.49,Transferência,Pendente,PI
8567,2025-06-21,1553,37,Mouse Logitech,16,393.3,Dinheiro,Pago,SC
8568,2023-11-04,55,8,Smartphone Samsung,1,467.61,Dinheiro,Pago,CE
8569,2023-12-02,1326,48,,13,4898.59,Transferência,Pago,AP
8570,2023-12-26,189,18,Impressora HP,16,2547.68,Dinheiro,Cancelado,SE
8571,2024-07-29,1375,28,Headset HyperX,2,3013.65,PIX,Pendente,DF
8572,2025-05-23,430,35,Mouse Logitech,8,3903.1,PIX,Pago,AM
8573,2024-06-02,213,17,Headset HyperX,6,630.0,Dinheiro,Cancelado,MS
8574,2023-10-12,1947,19,Headset HyperX,2,4710.4,Transferência,Pendente,PB
8575,2023-12-02,1438,2,"Monitor LG 24""",18,82.83,Transferência,Pago,PR
8576,2025-04-27,1504,3,Cadeira Gamer,7,2534.45,PIX,Pendente,AM
8577,2024-05-10,653,48,"Monitor LG 24""",11,1338.9,Cartão de Crédito,Pago,CE
8578,2023-09-14,512,29,Smartphone Samsung,15,471.53,Dinheiro,Pendente,GO
8579,2024-10-09,27,17,Notebook Dell,6,3502.84,Transferência,Pendente,PA
8580,2024-08-15,335,8,Notebook Dell,9,3073.76,Cartão de Crédito,Cancelado,RJ
8581,2023-12-27,957,28,Smartphone Samsung,15,957.87,PIX,Cancelado,AM
8582,2024-01-16,612,29,Mouse Logitech,12,3880.3,Dinheiro,Pago,MA
8583,2024-05-18,915,46,Impressora HP,13,3065.84,Transferência,Pago,SE
8584,2025-08-04,562,49,HD Externo 1TB,5,2624.67,Cartão de Crédito,Pendente,BA
8585,2024-11-19,699,3,Impressora HP,4,2311.48,Cartão de Crédito,Cancelado,MT
8586,2024-10-25,467,3,"Monitor LG 24""",5,2964.51,Boleto,Pendente,PI
8587,2024-05-06,1794,1,HD Externo 1TB,20,3669.31,Cartão de Crédito,Pago,PR
8588,2024-04-22,1468,41,Impressora HP,16,4690.54,Cartão de Crédito,Pago,MS
8589,2025-06-12,154,1,Impressora HP,9,1788.57,PIX,Pendente,SE
8590,2025-03-16,892,1,Smartphone Samsung,18,3868.5,PIX,Pendente,RO
8591,2024-06-30,282,49,Cadeira Gamer,14,4244.08,Boleto,Pendente,GO
8592,2024-07-06,250,43,Headset HyperX,3,207.18,PIX,Cancelado,MT
8593,2023-11-12,871,13,"Monitor LG 24""",18,4724.37,PIX,Pago,MS
8594,2024-01-25,420,40,Pen Drive 64GB,11,259.3,PIX,Cancelado,TO
8595,2023-11-06,1548,19,Mouse Logitech,15,2107.89,Cartão de Crédito,Cancelado,AP
8596,2023-09-22,1971,12,"Monitor LG 24""",20,1641.91,PIX,Cancelado,GO
8597,2023-12-08,1250,24,Mouse Logitech,10,4793.04,Transferência,Pendente,SP
8598,2025-04-30,427,15,Smartphone Samsung,1,272.37,Dinheiro,Cancelado,PA
8599,2024-09-07,1429,6,Pen Drive 64GB,3,2111.63,Cartão de Crédito,Pendente,MG
8600,2023-10-20,1639,20,Impressora HP,10,2520.69,Boleto,Pago,
8601,2025-07-01,910,2,Impressora HP,4,820.21,Boleto,Pago,CE
8602,2024-11-05,1938,6,Impressora HP,20,2068.75,Cartão de Crédito,Pendente,DF
8603,2023-11-28,1407,34,HD Externo 1TB,9,1425.16,Transferência,Pendente,ES
8604,2023-12-21,996,13,Mouse Logitech,12,261.13,PIX,Cancelado,
8605,2025-07-29,1311,16,Headset HyperX,10,4196.09,Transferência,Pago,PB
8606,2024-02-27,500,2,Mouse Logitech,13,4714.0,Dinheiro,Cancelado,
8607,2025-01-25,419,50,HD Externo 1TB,17,519.8,Transferência,Cancelado,RO
8608,2025-06-12,14,48,Cadeira Gamer,7,2082.38,Boleto,Cancelado,AM
8609,2024-02-07,624,20,Teclado Mecânico,4,3520.77,Transferência,Pago,TO
8610,2024-03-18,1060,36,HD Externo 1TB,3,2038.21,Cartão de Crédito,Pago,PI
8611,2023-11-26,1843,49,"Monitor LG 24""",16,3755.22,Cartão de Crédito,Pendente,SC
8612,2024-11-18,1074,30,HD Externo 1TB,19,4703.91,Dinheiro,Pendente,PE
8613,2024-07-30,952,12,Cadeira Gamer,2,4394.19,Boleto,Pago,PA
8614,2024-12-31,1259,48,HD Externo 1TB,12,4325.26,PIX,Pago,
8615,2023-10-28,1852,19,,16,3151.15,Boleto,Cancelado,AL
8616,2024-08-19,912,36,Pen Drive 64GB,18,1934.44,Transferência,Pago,SC
8617,2024-01-31,963,31,Mouse Logitech,18,89.66,Boleto,Cancelado,AL
8618,2025-08-18,1487,35,,14,3087.53,Cartão de Crédito,Pago,MT
8619,2024-04-14,1584,50,Smartphone Samsung,16,2054.15,Cartão de Crédito,Pendente,CE
8620,2024-09-21,1997,42,Notebook Dell,12,489.32,Boleto,Cancelado,MA
8621,2023-12-17,1735,5,Teclado Mecânico,6,2874.14,Dinheiro,Pendente,SC
8622,2024-02-02,1780,11,HD Externo 1TB,17,1798.5,Boleto,Cancelado,MT
8623,2025-07-31,1452,32,"Monitor LG 24""",15,204.31,Dinheiro,Pago,PR
8624,2025-03-28,1813,10,Smartphone Samsung,8,1671.2,Cartão de Crédito,Pendente,MG
8625,2024-10-03,657,32,Mouse Logitech,20,330.22,Cartão de Crédito,Pago,RS
8626,2025-05-27,212,37,Smartphone Samsung,15,4776.74,PIX,Pendente,RO
8627,2023-12-14,606,7,Mouse Logitech,14,792.89,Cartão de Crédito,Cancelado,CE
8628,2024-10-10,609,37,Mouse Logitech,7,4868.54,Transferência,Pago,RS
8629,2024-10-05,1677,35,Pen Drive 64GB,15,174.79,PIX,Pendente,AP
8630,2025-06-23,984,42,Notebook Dell,1,2354.43,PIX,Cancelado,BA
